d_vendor_name,total
D4IS SOLUTIONS,13501221.33
AON REED STENHOUSE,13490002.26
HITRAC,13457411.98
CONSTRUCTION BUGERE,13456117.70
BEST SERVICE PROS,13339970.92
MEGALEXIS COMMUNICATIONS,13301352.98
SOFTSIM TECHNOLOGIES,13298246.33
CCR CONSTRUCTION,13292253.00
DRAEGER,13261167.81
MACONNERIE RAINVILLE ET FRERES,13258098.22
AINSWORTH,13245682.51
BMC SOFTWARE,13061261.27
DEFENCE CONSTRUCTION CANADA,13017431.01
E CONSTRUCTION,12986405.93
POLARIS INDUSTRIES,12981720.08
HEAVY METAL MARINE,12957678.03
STANLEY CONSTRUCTION,12938984.72
DALHOUSIE UNIVERSITY,12932178.22
WESTCOAST GENESIS SOCIETY,12920673.61
ST GELAIS MONTMINY ASSOCIES,12913835.35
MASONTECH,12893751.02
MARINE CONTRACTORS,12866585.34
UNIVERSITY OF GUELPH,12866508.41
ST JOHN AMBULANCE,12866309.06
10647802 CANADA,12861420.65
BRETON MICHEL MD,12794654.78
CONSTRUCTION COTE FILS,12774043.03
INFO TECH RESEARCH GROUP,12734792.26
GRAND TOY,12685796.26
CANADIAN PAEDIATRIC SOCIETY,12684559.57
ACCESS 2 NETWORKS,12675685.84
B T L CONSTRUCTION,12654858.23
BOMIMED,12620241.86
JEMTEC,12593181.04
TOURE CLEANING SERVICES,12584564.08
KANIYASIHK CULTURE CAMPS,12547554.52
DASCO EQUIPMENT,12523383.91
PROQUEST,12496211.01
THE RIGHT DOOR CONSULTING,12477558.04
CONSTRUCTION J R SAVARD,12427658.49
MCKNIGHT ENTERPRISES,12403740.02
LES TRADUCTIONS TESSIER,12394351.73
GOSS GILROY,12347191.01
INTEGRATED DISTRIBUTION SYSTEMS,12304832.41
LOWE MARTIN COMPANY,12269734.08
EASTPOINT ENGINEERING,12207463.70
TUNDRA TECHNICAL SOLUTIONS,12160126.89
LES CONSTRUCTIONS BINET,12137485.83
MARKLAND PAVING,12118389.00
BELL AND HOWELL CANADA,12113095.96
ABS AMERICAS,12105425.97
GO DEEP INTERNATIONAL,12093009.46
K C E CONSTRUCTION,12088799.84
STRATOS,12049507.51
FN HERSTAL,12047466.24
COASTAL RESTORATION MASONRY,12036324.48
GILMORE REPRODUCTIONS,12034650.57
PETRO AIR SERVICES,12031604.16
PARKLAND,12015194.23
WILLS TRANSFER,11988659.51
EVEREST CONSTRUCTION MANAGEMENT,11963284.93
ALLIANCE ENERGY,11922825.28
"NAUT MAWT TRIBAL COUNCIL",11913804.05
PERSISTENT SYSTEMS,11845109.78
HARBOURSIDE ENGINEERING CONSULTANTS,11830988.56
TURTLE ISLAND STAFFING,11830423.33
VAISALA CANADA,11829416.87
TACS,11801440.48
VANCOUVER AIRPORT AUTHORITY,11791021.92
WESTCOMB OUTERWEAR,11757606.62
AIM HEALTH GROUP,11724908.68
NORDMEC CONSTRUCTION,11708570.48
LEO PISCES SERVICES GROUP,11693145.61
AFN ENGINEERING,11690057.68
VISA SERVICES,11674267.35
MCGILL UNIVERSITY,11637585.49
BROADWATER INDUSTRIES,11625440.93
DF BARNES SERVICES,11597382.48
ROXBORO EXCAVATION,11583153.16
ACME FUTURE SECURITY CONTROLS,11555647.77
KMS INDUSTRIES,11548260.98
VAN HORNE CONSTRUCTION,11537056.40
JONES LANG LASALLE,11525362.18
HAWORTH,11491241.07
DYNAMIC PERSONNEL CONSULTANTS,11481683.11
TROY LIFE FIRE SAFETY,11477908.42
GALENVS SCIENCES,11465140.06
EUROVIA QUEBEC CONSTRUCTION,11459983.67
GRAW RADIOSONDES,11458827.10
R2I,11442838.23
REVISION MILITARY,11427132.37
L A HEBERT,11409159.01
SPRINGHILL CONSTRUCTION,11407748.11
IMTECH MARINE CANADA,11393569.61
CRUICKSHANK CONSTRUCTION,11376531.29
SAFFCO,11368943.90
TORONTO INDUSTRIES,11368805.96
UNIVERSITY OF REGINA,11350325.50
UQSUQ,11340849.34
3M CANADA COMPANY,11340712.15
JASTRAM ENGINEERING,11329481.46
NORTHFIELD METAL PRODUCTS,11319269.66
CYTELLIGENCE,11300000.00
VANCOUVER PILE DRIVING,11293650.26
GATEWAY MECHANICAL SERVICES,11271618.71
APOTEX,11269514.61
ALINEA INTERNATIONAL,11244055.30
PRAGMATIC CONFERENCING,11214291.81
BRAGG COMMUNICATIONS,11193129.51
UVAIR,11167885.78
NIMBLE INFORMATION STRATEGIES,11153042.98
AIR INUIT,11129338.26
6834973 CANADA,11108290.72
MARTEC,11106695.22
EXCEL 7,11078221.37
LES INSTALLATIONS ELECTRIQUES,11062173.45
LUXTON CONSTRUCTION,11045496.10
R W TOMLINSON,11032701.79
CHANNEL MANAGEMENT INTERNATIONAL,11026963.26
PRINCE GEORGE ACTIVATOR,10984727.60
FARMER CONSTRUCTION,10982987.61
PODOLINSKY EQUIPMENT,10960403.41
WILD STONE ENGINEERING,10951014.73
GLOBAL KNOWLEDGE,10903823.25
NORTHEAST TREE TRIMMING,10877832.41
A J HANNA CONSTRUCTION,10855703.57
LINOVATI,10850827.65
AIR TINDI,10824756.79
CONSTRUCTION SOCAM,10796980.70
RESIDENCE CARPEDIEM,10785112.54
MIKE KELLY SONS,10769065.34
H H CONSTRUCTION,10757232.60
INTERNATIONAL SAFETY RESEARCH,10746767.23
CATHOLIC SOCIAL SERVICES,10707344.03
S P GLOBAL MARKET INTELLIGENCE,10701866.35
CHU SAINTE JUSTINE,10692085.41
FACCA,10691943.48
GRC ARCHITECTS,10679386.95
PLEIAD CANADA,10662496.75
NORTH COUNTRY MAINTENANCE,10633946.10
WAHL CONSTRUCTION,10627949.74
ONLINE CONSTRUCTORS,10622066.16
LES ENTREPRISES FERVEL,10595230.76
TEAM CERTAS,10589617.10
TRIPLEWELL CANADA,10577093.80
SEAWATCH,10532221.13
KONTZAMANIS GRAUMANN SMITH,10522753.51
TENAQUIP,10489106.44
3469051 CANADA,10464484.64
MEAL KIT SUPPLY CANADA,10462810.39
ISLAND WEST COAST DEVELOPMENTS,10436091.75
THYSSENKRUPP ELEVATOR,10435650.40
BLUEWAVE ENERGY,10432970.90
UNIVERSITY OF ALBERTA,10427058.97
REGENT CONSTRUCTION,10419906.55
"NATTIQ",10418135.54
DAIMLER,10408010.38
NEPTUNE SECURITY SERVICES,10385113.10
ECOLE DE LANGUES ABCE,10369450.73
AGILEC,10368511.29
DOMUS BUILDING CLEANING,10312603.35
COUGAR ENGINEERING CONSTRUCTION,10306043.71
FUNDY CONTRACTORS,10259362.74
MAISON CHARLEMAGNE,10255606.44
MORPHO CANADA,10244479.13
CARSWELL,10201295.79
ABCO MAINTENANCE SYSTEMS,10173666.89
APS AVIATION,10151817.47
THRIVE HEALTH,10141750.00
POSTMEDIA NETWORK,10137321.95
AB SCIEX,10127949.39
CLEANMATTERS JANITORIAL SERVICES,10097100.72
KASIAN ARCHITECTURE INTERIOR DESIGN,10096445.11
CHUBB EDWARDS,10085319.36
JOHN WILEY SONS,10083537.53
TULMAR SAFETY SYSTEMS,10066538.38
KETZA PACIFIC CONSTRUCTION,10043695.72
MAGAL S3 CANADA,10036702.64
ROBERTSON MARTIN ARCHITECTS,10034126.77
PMB ELECTRICAL SERVICES,10027836.90
LANNICK CONTRACT SOLUTIONS,9950976.77
9275 0181 QUEBEC,9921132.79
14343878 ONTARIO,9915385.33
FRANCIS CANADA TRUCK CENTRE,9899716.26
UNIVERSITY OF NEW BRUNSWICK,9895032.51
WORLDREACH SOFTWARE,9889193.96
MOTOR COACH INDUSTRIES,9851247.08
LEAR CONSTRUCTION,9845365.95
P K WELDING FABRICATORS,9838531.52
CLEARWATER STRUCTURES,9819227.96
ST AIRBORNE SYSTEMS,9815697.60
KEYDATA ASSOCIATES,9799639.17
BROOK CONSTRUCTION,9793955.82
MUNICIPAL READY MIX,9792315.27
MESSA COMPUTING,9784727.92
A SANTIN MASON CONTRACTOR,9782002.79
PATTISON SIGN GROUP,9755775.94
RADIATION SOLUTIONS,9743269.22
OLIN,9742077.46
DLS TECHNOLOGY,9740324.77
TOFCON CONSTRUCTION,9738209.17
HIPPERSON CONSTRUCTION,9738173.63
VOYAGEUR TRANSPORTATION,9725999.39
FACTIVA,9696754.08
SYMCOR,9693017.51
LEMAY,9690134.14
COMPAGNIE AMPLEXOR CANADA,9682908.16
ROSS AND ANGLIN,9678860.11
GORDON BARR,9641502.81
IDP GROUP,9628341.13
LLOYD LIBKE LAW ENFORCEMENT SALES,9616380.64
BOYD MOVING STORAGE,9612061.70
PHOENIX DRUG ALCOHOL RECOVERY,9604950.53
EXCAVATION LOISELLE,9603806.74
736902 ONTARIO,9598657.26
ROHDE SCHWARZ CANADA,9596425.87
TITAN BOATS,9566729.95
YAMAHA MOTORS CANADA,9559054.61
S W WEEKS CONSTRUCTION,9536869.10
SABA SOFTWARE,9519219.97
GOVERNMENT OF THE NWT,9505207.65
FREQUENTIS CANADA,9483803.67
NIELSEN,9446446.06
CANADIAN DEVELOPMENT CONSULTANTS,9425559.01
WOLTERS KLUWER,9417647.68
JJM CONSTRUCTION,9415270.97
WORKPLACE HEALTH AND COST SOLUTIONS,9398726.62
INTERACTIVE AUDIO VISUAL,9397028.91
FORT GARRY FIRE TRUCK,9389101.86
BIGHORN CONSTRUCTION,9383364.15
1320376 ONTARIO,9356355.20
ALLEN HASTINGS,9349735.15
NUMBER TEN ARCHITECTURAL GROUP,9344887.28
MEEWASINOTA CRF,9341648.17
CASP AEROSPACE,9338979.43
OPENFRAME TECHNOLOGIES,9307260.09
FISHER PAYKEL HEALTHCARE,9280332.65
CADEX,9275560.25
THE MATHWORKS,9270089.11
NORTHWEST MARINE TECHNOLOGY,9245595.42
FREEBALANCE,9243963.48
FAST FORWARD FRENCH,9232659.52
EVOLVECOMP CONSTRUCTION,9217675.96
BEAUDOIN CANADA,9214865.59
MARITIME FUELS,9213297.00
LES CONSTRUCTIONS DES ILES,9207054.23
TRIDENT CONSTRUCTION,9196677.12
CARMACKS ENTERPRISES,9192185.33
EXP SERVICES,9192016.75
MAISON CROSS ROADS DE LA SOCIETE,9155984.95
"NATCO PHARMA CANADA",9086626.25
MARITIME FENCE,9076067.12
AMRON CONSTRUCTION,9014290.85
FUGRO GEOSURVEYS,9008825.99
WM M 1993,9008435.37
ECO TECHNOLOGIES,9001520.14
UNIVERSITY OF SASKATCHEWAN,8998153.29
ACART COMMUNICATIONS,8988320.65
ANIXTER,8960117.24
STIFF SENTENCES,8947104.61
UNISOFT INTERNATIONAL,8933833.31
HUBSPOKE,8931714.65
SEYEM,8911167.15
PEPCO,8889292.12
IMP GROUP,8876987.92
VIA TRAVAIL,8866488.25
SEAGATE CONSTRUCTION,8847408.63
FORRESTER RESEARCH,8844820.48
THE HALIFAX GROUP,8832611.39
XPERA RISK MITIGATION INVESTIGATION,8832069.70
XTECH EXPLOSIVE DECONTAMINATION,8822182.85
BAVARIAN NORDIC,8814778.38
KAYWAY INDUSTRIES,8805060.12
GEN MEC ACL,8803620.00
LEEWAY YACHTS,8800711.54
RUSSELL CHERNOFF RAND THOMPSON,8781787.48
CONSTRUCTION SIMDEV,8775502.12
MURRAYS WINDERMERE GARDENS,8769690.90
KEYSIGHT TECHNOLOGIES CANADA,8764621.02
WASTE CONNECTIONS OF CANADA,8763323.52
DWP SOLUTIONS,8760958.48
SETANTA CONTRACTING,8749925.32
WESTJET,8739717.28
NFOE,8732320.72
CANADIAN NUCLEAR LABORATORIES,8716191.88
NORTH BAY HYDRO,8696727.03
ALCAIDE WEBSTER ARCHITECTS,8690117.80
RUSSEL METALS,8682007.09
UNIVERSAL HELICOPTERS,8681388.34
J L RICHARDS ASSOCIATES,8660536.99
GLENCAIRN EDUCATIONAL SERVICES,8660180.24
L P ROYER,8651340.41
ATS SERVICES,8642975.74
DRAGAGE IM,8640331.60
9099 3593 QUEBEC INTER PROJE,8638684.87
MAISON JEUN AIDE,8638631.70
NORTHERN CONTRACTING,8634311.83
LES TRADUCTEURS REUNIS,8622747.44
CANADYNE TECHNOLOGIES,8614659.96
ALPINE HELICOPTERS,8604119.99
ATLANTIC ROAD CONSTRUCTION AND PAVING,8598975.76
FOXIT SOFTWARE,8593728.49
ZERNAM ENTERPRISE,8587566.39
IVAN S CAMERA,8585805.86
CANTEX OKANAGAN CONSTRUCTION,8578045.33
CIRCLE OF EAGLES LODGE SOCIETY,8543297.86
MWCO,8533079.27
4083261 CANADA,8515592.65
ACOSYS CONSULTING SERVICES,8505941.74
OSKAR CONSTRUCTION,8495956.30
OKANAGAN HALFWAY HOUSE SOCIETY CRF,8492391.47
QUINTET CONSULTING,8480497.84
ENVIRONICS RESEARCH GROUP,8473001.52
LEVAERO AVIATION,8472286.60
HASKONING UK,8468172.95
RISK SCIENCES INTERNATIONAL,8458815.21
ZENITH PAVING,8443806.36
TANKATEK,8442989.02
N P A,8434672.56
IDS SYSTEMS CONSULTANTS,8433158.57
HUMANSYSTEMS,8429888.75
INTERWORKS CONTRACTING,8423312.06
HOUSE OF HOPE,8413290.61
LAZY H TRAIL COMPANY,8395304.75
AERO SUPPLIES,8365820.46
GOVERNMENT OF SASKATCHEWAN,8362888.96
NRNS,8359185.49
TECHNOREM,8353706.08
WESTOWER COMMUNICATIONS,8352327.27
DYNAMIC FACILITY SERVICES,8320191.51
INSTRUX MEDIA,8313362.23
AEROPORTS DE MONTREAL,8294161.13
APPTION,8280483.34
UNIVERSITE LAVAL,8275144.95
GEMMA PROPERTY SERVICES,8246461.71
COCO PAVING,8245325.43
AVMAX AVIATION SERVICES,8243098.10
IQVIA,8238931.51
TRACK24 CANADA,8217373.97
FLIGHTSAFETY CANADA,8208962.27
HENSOLTD SENSORS,8159745.40
LEXISNEXIS CANADA,8155795.54
TECHNO FEU,8145490.60
SIMO MANAGEMENT,8143137.76
MILTEX SOLUTIONS CANADA,8126603.34
NEXTER SYSTEMS,8115958.22
"NATIVE CLAN ORGANIZATION",8096478.85
PIDHERNEY S,8093659.72
TRAUGOTT BUILDING CONTRACTORS,8088257.25
MOBILITY LAB,8086041.74
AMER SPORTS CANADA,8081331.93
LANSDOWNE TECHNOLOGIES,8081009.98
ROSBOROUGH BOATS,8078838.35
CONSTRUCTIONS BSL,8067448.87
BAY CONSTRUCTION MANAGEMENT,8045793.45
RIGHTWAY SANITATION SERVICES,8029554.20
IPSOS,8004469.52
BOUTHILLETTE PARIZEAU,7989584.72
EKOS RESEARCH ASSOCIATES,7974611.12
MICHANIE CONSTRUCTION,7974206.63
RACING FORENSICS,7941487.64
MORRISON HERSHFIELD,7922874.39
EASTWAY CONTRACTING,7919561.96
JP2G CONSULTANTS,7888553.25
QUARTZ NATURE,7872016.32
CHEVRON,7870742.65
J J TRAILERS MANUFACTURERS AND SALES,7864024.10
J J LEPERA INFRASTRUCTURES,7851956.35
BRANDT TRACTOR,7841050.35
ENTREPRISE CLAVEAU,7789657.34
GAUDETTE S TRANSIT MIX,7788362.96
CONVERGINT TECHNOLOGIES,7771355.93
CANMEC,7766429.21
OTIS ELEVATOR,7758234.27
ST JOSEPH PRINT GROUP,7749914.46
SERVICES D AIDE EN PREVENTION DE LA CRIMINALITE,7746376.03
BOLLORE LOGISTICS,7743262.09
PRA,7735278.67
CLARIANT CANADA,7730051.09
PITNEY BOWES,7709451.65
2536 4589 QUEBEC,7703495.40
NOVA CONSTRUCTION,7689362.35
NUIX NORTH AMERICA,7685805.47
KUBOTA CANADA,7636124.19
GRANITE MANAGEMENT,7631282.86
MARTECH ELECTRICAL SYSTEMS,7604025.08
EMERGENCY MEDICAL TECHNOLOGY,7589889.43
MOSS DEVELOPMENT,7583268.40
RIGGS ENGINEERING,7581851.89
ALGONQUIN COLLEGE,7580436.67
NOKIA CANADA,7570134.81
UNIVERSAL WEATHER AND AVIATION,7564358.74
MAISON JOINS TOI,7559115.29
PHASELOCK SYSTEMS INTERNATIONAL,7553186.62
TORONTO BAIL PROGRAM,7541579.20
BUDGELL S EQUIPMENT RENTALS,7538964.75
FSC,7529788.60
TYR TACTICAL,7529658.33
F M INSTALLATIONS,7523255.15
SCHOELER HEATON ARCHITECTS,7494673.14
SHELTER NOVA SCOTIA,7483325.55
GLOBAL TOTAL OFFICE,7480496.23
GHD,7459886.10
LEDCOR CONSTRUCTION,7442140.48
STOPS TACTICAL TRAINING,7434915.78
QIAGEN,7433448.86
MCGREGOR GEOSCIENCE,7425204.64
B L ASSOCIATES,7421077.11
LANDFORM CIVIL INFRASTRUCTURES,7414996.56
CLERMARK,7412929.28
CANTEC SYSTEMS,7411521.92
LIKE 10,7408127.55
ADPEARL,7403760.00
WAMPUM RECORDS,7402613.59
RUSH TRUCK CENTRES OF CANADA,7399280.47
VISIONTEC,7391464.17
VERSACOM,7382494.69
CPCS TRANSCOM,7371072.97
KIA CANADA,7370618.11
J M LEDRESSAY ASSOCIATES,7363038.24
BAUER HOCKEY,7345000.00
BEE CLEAN BUILDING MAINTENANCE,7334529.29
THOMAS SCHMIDT,7325242.21
CANADIAN NORTH,7315485.30
MCAFEE INTERNATIONAL,7312538.44
CCM CONSTRUCTION,7309085.09
TDI INTERNATIONAL,7306881.80
COPCAN CIVIL,7299968.03
NELSON ENVIRONMENTAL REMEDIATION,7284693.37
MUSTANG HELICOPTERS,7278648.16
ROCKWELL COLLINS CANADA,7275737.19
GW REALTY,7274912.26
PIONEER CONSTRUCTION,7252821.07
IRONCLAD EARTHWORKS,7243533.80
SHI CANADA,7224127.92
HORIZANT,7222960.87
CONOSCENTI TECHNOLOGIES,7215105.67
G BIRD HOLDINGS,7201100.82
HELITRADES,7188540.10
SYSTEMS FOR RESEARCH,7185478.39
REFORMAR,7173928.90
HUMANSCALE CANADA,7155911.19
COMMERCIAL BUILDING CLEANING,7148805.52
GENOME QUEBEC,7147254.29
FMC PROFESSIONALS,7133642.88
AMTEK ENGINEERING,7126252.59
NORTHERN CONSTRUCTION,7108257.89
ALIVAKTUK CONSULTING,7099076.14
LOCATION DE MOTONEIGES HAUTE MATAWINIE,7095723.09
THE KTL GROUP,7092790.30
AFC INDUSTRIES,7092128.29
UNITED CHURCH HALFWAY HOMES,7091167.98
RYCOM,7077746.19
THINKON,7071751.99
RAPISCAN SYSTEMS,7068039.20
AQUA GUARD SPILL RESPONSE,7047132.62
NEUROSCOPE,7040966.60
HORSESHOE HILL CONSTRUCTION,7034015.38
P B ENTREPRISES,7021555.37
UNIVERSITY OF BRITISH COLUMBIA,7013480.95
TRAYTOWN BUILDERS,7009746.18
SUMMIT CANADA DISTRIBUTORS,6981398.01
RIKJAK CONSTRUCTION,6972790.16
LAVAL FORTIN,6959330.47
WHOOSHH INNOVATIONS,6944242.54
VFA CANADA,6932435.06
CARLETON LIFE SUPPORT SYSTEMS,6924542.83
AMERICAN BUREAU OF SHIPPING,6898517.69
PROVENCHER ROY ASSOCIES,6894883.56
CARLETON ELECTRIC,6893459.20
JUMEC CONSTRUCTION,6890524.40
CHARTER TELECOM,6868431.24
SYNERSOLUTIONS TECHNOLOGIES,6861626.46
FASTENAL,6860609.58
L W DENNIS CONTRACTING,6857392.48
D2L,6849224.16
CHEF BRANDZ,6848785.02
BLUEDROP TRAINING SIMULATION,6845391.24
HOLLAND COLLEGE,6840519.15
MILLBROOK TACTICAL,6837033.26
MANULIFE,6826596.30
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,6823677.94
MARRBECK CONSTRUCTION,6807521.53
DON SAYWELL DEVELOPMENTS,6794892.76
PARKER JOHNSTON INDUSTRIES,6791945.98
PORTAGE PERSONNEL,6783326.08
VALUE MASTER BUILDERS,6776972.68
SYM COMMUNICATIONS,6767910.18
INTERNATIONAL REPORTING,6764187.24
GFL ENVIRONMENTAL,6762414.47
HOOTSUITE,6760281.22
SGS AXYS ANALYTICAL SERVICES,6755688.75
HUMAN LOGISTICS,6751780.69
CARO ANALYTICAL SERVICES,6746023.33
MORGAN ADVANCED MATERIALS COMPOSITES AND DEFENCE SYSTEMS,6745777.95
RONDAR,6737054.85
4 OFFICE AUTOMATION,6723578.76
SEAWAVES DEVELOPMENT SERVICES,6716088.27
FLYNN CANADA,6708486.06
WESTBURY NATIONAL SHOW SYSTEMS,6701546.92
ALLIANCE ENGINEERING CONSTRUCTION,6700327.43
ONIX NETWORKING CANADA,6695860.75
ARCTIC CANADA CONSTRUCTION,6692176.13
DILIGENS,6690242.48
FRESENIUS KABI CANADA,6677027.85
SEACOAST MARINE ELECTRONICS,6672679.01
NUCTECH COMPANY,6661066.96
LIFESPEAK,6660444.43
THG THE HISTORY GROUP,6657753.18
D DOYLE INSTALLATIONS,6650543.08
TECSIS,6638561.85
AV NUNAVUT FUELS,6638058.75
ACADIAN DREDGING,6637330.96
ARISGLOBAL,6632879.53
EPERFORMANCE,6619537.35
NORDLYS ENVIRONMENTAL PARTNERSHIP,6601984.59
MERCURY MARINE,6598689.03
ORBIS RISK CONSULTING,6596086.63
MAVERIN,6579616.84
MID CANADA MOD CENTER,6576154.56
BRUKER,6574464.65
TERLIN CONSTRUCTION,6573045.34
CAMPBELL SCIENTIFIC CANADA,6570530.93
ST OPS TACTICAL TRAINING CANADA,6567832.57
W S MORGAN CONSTRUCTION,6557538.07
EXACT LEGAL TRANSLATIONS,6548001.22
LIFTKING MANUFACTURING,6547552.01
INDAL TECHNOLOGIES,6546979.36
CH2M HILL CANADA,6523135.07
MAISON PAINCHAUD,6521871.92
BUREAU NATHALIE,6521310.30
CANADIAN FISHING COMPANY,6517736.09
WINTERSTEIGER,6514437.02
RESOLVE SALVAGE FIRE AMERICAS,6510000.00
DAVTAIR INDUSTRIES,6504271.75
SRA STAFFING SOLUTIONS,6503337.22
BOEHM HOTEL,6500513.76
TELECOMMUNICATION SUPPORT SERVICES,6495957.70
N12 CONSULTING,6490923.57
AIR LIQUIDE CANADA,6489905.61
MOBILE RESOURCE GROUP,6489264.71
OPROMA,6487506.74
SNAP ON TOOLS,6471085.97
3D DATACOMM,6467493.75
TAURUS CONTRACTORS,6456157.31
DEFRAN,6452474.72
MULTINATIONAL LOGISTIC SERVICES,6451805.82
QUORUM,6450553.42
VCI CONTROLS,6439986.97
ICU MEDICAL CANADA,6439913.22
MARINENAV,6437202.42
ATLANTIC BUSINESS INTERIORS,6431937.97
APEX STEEL GAS,6428195.04
KFN ENTERPRISES PARTNERSHIP,6426204.49
EDWARD COLLINS CONTRACTING,6416311.47
EVRIPOS JANITORIAL SERVICES,6416243.97
CANSEL SURVEY EQUIPMENT,6413334.39
WADE GENERAL CONTRACTING,6412286.91
DBC MARINE SAFETY SYSTEMS,6409740.60
ICEBERG NETWORKS,6409630.42
CARMICHAEL ENGINEERING,6393318.34
LANDCO CONSTRUCTION,6388418.28
KINGHAVEN PEARDONVILLE HOUSE SOCIETY,6387284.99
CONFERENCE BOARD OF CANADA,6384406.57
C2D SERVICES,6381391.41
DARE HUMAN RESOURCES,6380092.95
NICHE TECHNOLOGY,6374270.27
RHEA,6373395.61
GM DEVELOPPEMENT,6367063.72
INTERCON MARINE,6364861.77
TELEPHONICS,6341979.29
LABORATOIRES OMEGA,6339435.93
BARRON S REFRIGERATION HEATING,6331893.43
BRITTON ELECTRIQUE,6328602.05
DYMECH ENGINEERING,6325836.65
PEPIN FORTIN CONSTRUCTION,6320111.25
HIGHLANDS FUEL DELIVERY,6317286.41
BRAWN CONSTRUCTION,6311880.24
KWC ARCHITECTS,6309791.83
UNIVERSITY OF WESTERN ONTARIO,6306247.25
INVENTA SALES AND PROMOTIONS,6306197.77
FEAST INTERACTIVE,6295013.78
UNISYNC GROUP,6293017.71
J M J HOLDINGS,6292462.80
ALBERTA SEVENTH STEP SOCIETY,6284558.34
THE IT BROKER,6276689.78
SPERRA CONSTRUCTION,6273844.57
FORREST GREEN CONSULTING,6271042.64
AEROPRO,6269685.50
MTC LAW,6264363.25
GINO PELLETIER FOREX MALI DIELY MOUSSA KOUYATE GID,6264240.49
THE CALGARY AIRPORT AUTHORITY,6261596.27
PROLOGIC SYSTEMS,6257084.93
OTTAWA BUSINESS INTERIORS,6252244.78
GAP WIRELESS,6251192.54
J O THOMAS ASSOCIATES,6245284.60
EMTEC,6219140.29
RGB MEDIA,6218741.91
DEAN CONSTRUCTION COMPANY,6214591.32
727619 ALBERTA O A ROUGHRIDER,6192473.04
ABCO INDUSTRIES,6188661.09
CANADENSYS AEROSPACE,6182797.79
LENGKEEK VESSEL ENGINEERING,6179483.91
LIEBHERR CANADA,6177431.82
INSTITUT NATIONAL D OPTIQUE,6175717.13
DR MANDEEP SAINI,6167883.21
R LAMBA FORENSIC PSYCH SERVICE,6167883.21
ULTIMATE CONSTRUCTION,6166022.51
L D WATSON E S MACEWEN ALLAN,6158670.16
ST LEONARDS HOUSE WINDSOR,6154057.05
WEST COAST TUG BARGE,6154013.83
QATAR AIRWAYS,6152461.50
CONSTRUCTION COUTURE TANGUAY,6147819.73
COFELY SERVICES,6143798.46
H J R ASPHALT,6143681.25
TAI,6141678.80
ZOLL MEDICAL CANADA,6134965.55
EBERHARD VON HUENE ASSOCIATES,6122771.06
AMDOCS,6121679.19
HERRING CONSERVATION AND RESEARCH SOCIETY,6101628.45
FINNING INTERNATIONAL,6092485.93
FROSTI FISHING,6089685.00
CSDC SYSTEMS,6088104.52
MCCARTHY TETRAULT,6055259.06
JSK NAVAL SUPPORT,6052805.14
"NANOMETRICS",6049914.74
APPLIED SYSTEMS ENGINEERING,6044170.82
YAMNUSKA,6035558.95
NOVA NETWORKS,6031799.72
PACWILL ENVIRONMENTAL,6030900.42
K RITE CONSTRUCTION,6030238.54
FISH FOOD AND ALLIED WORKERS,6021220.80
BGLA,5987636.87
1X1 ARCHITECTURE,5986936.28
DEFENSE INFORMATION SYSTEMS AGENCY,5970979.44
BAJA CONSTRUCTION CANADA,5970668.70
OMNITECH ELECTRONICS,5969134.06
LES ENTREPRISES MICHAUDVILLE,5967749.10
MTM 2 CONTRACTING,5955932.68
CAREWORX,5950196.69
CASCADE COLLEGE,5942000.00
ATLANTICA MECHANICAL CONTRACTORS,5933765.08
R C M MODULAIRE,5913889.46
KODIAK GROUP HOLDINGS,5913131.12
GAMBLE TECHNOLOGIES,5912914.43
WATCHGUARD VIDEO,5900484.90
LARCH HALF WAY HOUSE OF SUDBURY,5891245.21
RATIO ARCHITECTURE INTERIOR DESIGN,5889025.04
NITRO CONSTRUCTION,5888788.27
STERIS CANADA,5871519.30
LAPORTE EXPERTS CONSEILS,5868355.41
"NATIONAL ARTS CENTRE",5866066.06
HERITAGE RESTORATION,5861886.09
ROOF TILE MANAGEMENT,5846945.25
TELEDYNE,5846007.19
KONE,5830369.29
DSV,5829315.42
CBRE,5819734.61
WYSSEN AVALANCHE CONTROL,5812243.71
FLEX KNIT,5811967.06
MICHEL BASTARACHE SOCIETE PROFESSIONNELLE,5807601.76
CONCEPT CONTROLS,5804592.50
CALTRIO COMPANY,5792118.27
49 SOLUTIONS,5787880.61
BALODIS,5787751.05
LES CONSTRUCTIONS BELAND,5781857.29
SMITHS MEDICAL CANADA,5773417.99
BIGHORN HELICOPTERS,5770068.56
OSI,5768956.04
SONOBUOY TECH SYSTEMS,5768953.74
ANSYS CANADA,5764153.37
FIDELITY ENGINEERING CONSTRUCTION,5761539.36
CTOMS,5756897.21
WILLIAM J BARKER CLINICAL,5756132.86
BERGEVIN ELECTRICAL CONTRACTING,5754990.61
MARCO GROUP,5751513.56
CONSTRUCTION RIC,5750074.35
SUPER CHANNEL INTERNATIONAL,5745559.70
INTERNATIONAL CUSTOM PRODUCTS ICP,5731360.00
"NAPPAQ DESIGN CONSTRUCTION",5723300.82
FAST TRACK STAFFING,5714230.36
ECOPIA TECH,5709550.49
GAB INDUSPAC,5701127.28
HERCULES SLR,5697563.35
HATCH,5695676.33
